HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
04048	Animalia	Chordata	Teleostei	Gadiformes	Merlucciidae	Merluccius	productus	North pacific hake	1277	1460								654.5		15	454	wild	medium	acceptable						454,585
04049	Animalia	Chordata	Teleostei	Gasterosteiformes	Gasterosteidae	Apeltes	quadracus	Fourspine stickleback												3	454	wild	medium	acceptable						454
04050	Animalia	Chordata	Teleostei	Gasterosteiformes	Gasterosteidae	Culaea	inconstans	Brook stickleback												2	454	wild	medium	acceptable						454
04051	Animalia	Chordata	Teleostei	Gasterosteiformes	Gasterosteidae	Gasterosteus	aculeatus	Alaskan stickleback												8	1	wild	medium	acceptable						1,861,1200
04052	Animalia	Chordata	Teleostei	Gasterosteiformes	Gasterosteidae	Pungitius	pungitius	Ninespine stickleback	547	547										5	454	wild	medium	acceptable						454
04053	Animalia	Chordata	Teleostei	Gasterosteiformes	Hypoptychidae	Hypoptychus	dybowskii	Korean sandeel												1	454	wild	medium	acceptable						454
04054	Animalia	Chordata	Teleostei	Gasterosteiformes	Syngnathidae	Hippocampus	erectus	Lined seahorse, or Hudson sea horse	273	273										4.7	583	captivity	large	acceptable						454,583
04055	Animalia	Chordata	Teleostei	Gasterosteiformes	Syngnathidae	Hippocampus	guttulatus	Sea horse												6	520	captivity	small	acceptable						520
04056	Animalia	Chordata	Teleostei	Gasterosteiformes	Syngnathidae	Hippocampus	whitei	White's seahorse												5	1139	wild	medium	acceptable						1139
04057	Animalia	Chordata	Teleostei	Gasterosteiformes	Syngnathidae	Hippocampus	zosterae	Dwarf seahorse	118	118										1	454	wild	medium	acceptable						454
04058	Animalia	Chordata	Teleostei	Gasterosteiformes	Syngnathidae	Syngnathus	scovelli	Gulf pipefish												3	454	wild	medium	acceptable						454
04059	Animalia	Chordata	Teleostei	Gonorynchiformes	Chanidae	Chanos	chanos	Milkfish	2372	2281								7700		15	454	wild	medium	acceptable						454
04060	Animalia	Chordata	Teleostei	Gonorynchiformes	Kneriidae	Kneria	auriculata	Airbreathing shellear												3	454	wild	medium	acceptable						454
04061	Animalia	Chordata	Teleostei	Gymnotiformes	Electrophoridae	Electrophorus	electricus	Electric eel												12.6	1	captivity	small	acceptable						1
04062	Animalia	Chordata	Teleostei	Lophiiformes	Lophiidae	Lophius	americanus	Goosefish										12430		30	454	wild	medium	acceptable						454,584
04063	Animalia	Chordata	Teleostei	Lophiiformes	Lophiidae	Lophius	budegassa	Black-bellied angler	1460	1460										21	454	wild	medium	acceptable						454,585
04064	Animalia	Chordata	Teleostei	Lophiiformes	Lophiidae	Lophius	piscatorius	Anglerfish	1642	1642								31735		24	454	wild	medium	acceptable						454
04065	Animalia	Chordata	Teleostei	Lophiiformes	Lophiidae	Lophius	vomerinus	Cape monk												11	454	wild	medium	acceptable						454
04066	Animalia	Chordata	Teleostei	Mugiliformes	Mugilidae	Aldrichetta	forsteri	Yellow-eye mullet	912	912								522.5		7	454	wild	medium	acceptable						454
04067	Animalia	Chordata	Teleostei	Mugiliformes	Mugilidae	Chelon	labrosus	Thicklipped mullet	1095	1095								2475		25	454	wild	medium	acceptable						454
04068	Animalia	Chordata	Teleostei	Mugiliformes	Mugilidae	Liza	ramado	Thinlip mullet	1277	1277								1595		10	454	wild	medium	acceptable						454
04069	Animalia	Chordata	Teleostei	Mugiliformes	Mugilidae	Mugil	cephalus	Striped mullet	730	730								4400		16	454	wild	medium	acceptable						454
04070	Animalia	Chordata	Teleostei	Myctophiformes	Myctophidae	Benthosema	glaciale	Glacier lanterfish	912	912										8	454	wild	medium	acceptable						454
04071	Animalia	Chordata	Teleostei	Myctophiformes	Myctophidae	Electrona	risso	Chubby flashlightfish												1	454	wild	medium	acceptable						454
04072	Animalia	Chordata	Teleostei	Myctophiformes	Myctophidae	Lampanyctodes	hectoris	Hector's lanternfish												3	454	wild	medium	acceptable						454
04073	Animalia	Chordata	Teleostei	Myctophiformes	Myctophidae	Stenobrachius	leucopsarus	Northern lampfish												8	1	wild	medium	acceptable						1
04074	Animalia	Chordata	Teleostei	Ophidiiformes	Ophidiidae	Genypterus	blacodes	Australian rockling										13750		30	454	wild	medium	acceptable						454
04075	Animalia	Chordata	Teleostei	Osmeriformes	Alepocephalidae	Alepocephalus	bairdii	Baird's smoothhead												38	454	wild	medium	acceptable						454
04076	Animalia	Chordata	Teleostei	Osmeriformes	Argentinidae	Argentina	elongata	Silverside												16	454	wild	medium	acceptable						454
04077	Animalia	Chordata	Teleostei	Osmeriformes	Argentinidae	Argentina	silus	Atlantic argentine	2190	2555										35	454	wild	medium	acceptable						454,585
04078	Animalia	Chordata	Teleostei	Osmeriformes	Galaxiidae	Galaxiella	nigrostriata	Black-stripe minnow												1	454	wild	medium	acceptable						454
04079	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Hypomesus	olidus	Pond smelt												5	454	wild	medium	acceptable						454
04080	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Hypomesus	pretiosus	Surf smelt	547	547										5	1	wild	medium	acceptable						1,454
04081	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Mallotus	villosus	Capelin	1095	1095										10	1	wild	medium	acceptable						1,454,524,585
04082	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Osmerus	eperlanus	Smelt	730	730										10	454	wild	medium	acceptable						454
04083	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Osmerus	mordax	Rainbow smelt												7	1	wild	medium	acceptable						1
04084	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Plecoglossus	altivelis	Ayu												3		unknown	medium	acceptable						454,516,524
04085	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Spirinchus	thaleichthys	Longfin smelt												3	454	wild	medium	acceptable						454
04086	Animalia	Chordata	Teleostei	Osmeriformes	Osmeridae	Thaleichthys	pacificus	Eulachon	912	912										5	1	wild	medium	acceptable						1,454
04087	Animalia	Chordata	Teleostei	Osmeriformes	Retropinnidae	Prototroctes	maraena	Australian grayling												6	454	wild	medium	acceptable						454
04088	Animalia	Chordata	Teleostei	Osmeriformes	Retropinnidae	Retropinna	semoni	Australian smelt	365	365										2	454	wild	medium	acceptable						454
04089	Animalia	Chordata	Teleostei	Osteoglossiformes	Hiodontidae	Hiodon	alosoides	Goldeye										946		14	454	wild	medium	acceptable						454
04090	Animalia	Chordata	Teleostei	Osteoglossiformes	Hiodontidae	Hiodon	tergisus	Mooneye										498.85		10	454	wild	medium	acceptable						454
04091	Animalia	Chordata	Teleostei	Osteoglossiformes	Mormyridae	Mormyrus	rume	Mormyrids										2915		6	454	wild	medium	acceptable						454
04092	Animalia	Chordata	Teleostei	Osteoglossiformes	Mormyridae	Pollimyrus	isidori	Mormyrid										4		29	1	wild	medium	acceptable						1,454,520
04093	Animalia	Chordata	Teleostei	Osteoglossiformes	Notopteridae	Xenomystus	nigri	African knifefish												11.4	520	captivity	medium	acceptable						520
04094	Animalia	Chordata	Teleostei	Osteoglossiformes	Osteoglossidae	Osteoglossum	bicirrhosum	Arawana										2530		6.5	1	wild	medium	acceptable						1,454
04095	Animalia	Chordata	Teleostei	Perciformes	Ammodytidae	Ammodytes	hexapterus	Pacific sand lance	912	912										8	1	wild	medium	acceptable						1,454
04096	Animalia	Chordata	Teleostei	Perciformes	Ammodytidae	Ammodytes	marinus	Sand eel	912	912										10	454	wild	medium	acceptable						454
04097	Animalia	Chordata	Teleostei	Perciformes	Ammodytidae	Ammodytes	tobianus	Lesser sand eel	547	547										7	454	wild	medium	acceptable						454
04098	Animalia	Chordata	Teleostei	Perciformes	Anabantidae	Anabas	testudineus	Climbing perch												8	583	captivity	small	acceptable						583
04099	Animalia	Chordata	Teleostei	Perciformes	Anabantidae	Ctenopoma	kingsleyae	Miss Kingsley's climbing perch										68.75		8.7	583	captivity	small	acceptable						454,583
04100	Animalia	Chordata	Teleostei	Perciformes	Arripidae	Arripis	georgianus	Australian ruff	1095	1095								440		7	454	wild	medium	acceptable						454
04101	Animalia	Chordata	Teleostei	Perciformes	Arripidae	Arripis	trutta	Australian salmon										5170		26	454	wild	medium	acceptable						454
04102	Animalia	Chordata	Teleostei	Perciformes	Arripidae	Arripis	truttacea	Western Australian salmon	1551	1551								5775		9	454	wild	medium	acceptable						454
04103	Animalia	Chordata	Teleostei	Perciformes	Blenniidae	Lipophrys	pholis	Shanny												10	454	wild	medium	acceptable						454
04104	Animalia	Chordata	Teleostei	Perciformes	Blenniidae	Omobranchus	punctatus	Muzzled blenny												4	454	wild	medium	acceptable						454
04105	Animalia	Chordata	Teleostei	Perciformes	Blenniidae	Parablennius	gattorugine	Tompot blenny												5	583	captivity	small	acceptable						583
04106	Animalia	Chordata	Teleostei	Perciformes	Bramidae	Brama	brama	Atlantic pomfret										3300		9	454	wild	medium	acceptable						454
04107	Animalia	Chordata	Teleostei	Perciformes	Bramidae	Taractichthys	steindachneri	Sickle pomfret										6050		8	454	wild	medium	acceptable						454
04108	Animalia	Chordata	Teleostei	Perciformes	Callionymidae	Callionymus	lyra	European dragonet												7	520	wild	medium	acceptable						520
04109	Animalia	Chordata	Teleostei	Perciformes	Carangidae	Caranx	crysos	Blue runner										2777.5		11	454	wild	medium	acceptable						454
04110	Animalia	Chordata	Teleostei	Perciformes	Carangidae	Pseudocaranx	dentex	White trevally										9955		49	454	wild	medium	acceptable						454
04111	Animalia	Chordata	Teleostei	Perciformes	Carangidae	Trachurus	declivis	Greenback horse mackerel	1186	1186										25	454	wild	medium	acceptable						454
04112	Animalia	Chordata	Teleostei	Perciformes	Carangidae	Trachurus	japonicus	Japanese jack mackerel										363				unknown	small	low						454
04113	Animalia	Chordata	Teleostei	Perciformes	Carangidae	Trachurus	murphyi	Inca scad												16	454	wild	medium	acceptable						454
04114	Animalia	Chordata	Teleostei	Perciformes	Carangidae	Trachurus	novaezelandiae	Yellowtail horse mackerel	1277	1277										25	454	wild	medium	acceptable						454
04115	Animalia	Chordata	Teleostei	Perciformes	Carangidae	Trachurus	symmetricus	Jack mackerel												30	520	wild	medium	acceptable						520
04116	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Acantharchus	pomotis	Mud sunfish												8	440	unknown	small	questionable						440
04117	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Ambloplites	rupestris	Rock bass										824		18		unknown	medium	acceptable						442,454,520,524
04118	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Archoplites	interruptus	Sacramento perch										792		6	454	wild	medium	acceptable						454
04119	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Centrarchus	macropterus	Flier										308		5	454	wild	medium	acceptable						454
04120	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Lepomis	auritus	Redbreast sunfish										467.25		8	454	wild	medium	acceptable						442,454,520
04121	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Lepomis	cyanellus	Green sunfish										529		9	1	wild	medium	acceptable						1,442,454
04122	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Lepomis	macrochirus	Bluegill										1181.25		10	1	wild	medium	acceptable						1,442,454
04123	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Lepomis	marginatus	Dollar sunfish												6	454	wild	medium	acceptable						454
04124	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Lepomis	megalotis	Longear sunfish										434.5		6	454	wild	medium	acceptable						454
04125	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Lepomis	microlophus	Redear sunfish										121		7	454	wild	medium	acceptable						454
04126	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Lepomis	symmetricus	Bantam sunfish												3	454	wild	medium	acceptable						454
04127	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Micropterus	dolomieu	Smallmouth bass	2007	2007								2975.5		26	454	wild	medium	acceptable						454
04128	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Micropterus	punctulatus	Spotted bass										2557		7	454	wild	medium	acceptable						454
04129	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Micropterus	salmoides	Largemouth bass	1642	1277								5527.5		23	1	wild	medium	acceptable						1,442,454
04130	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Pomoxis	annularis	White crappie										1292.5		10	1	wild	medium	acceptable						1,454
04131	Animalia	Chordata	Teleostei	Perciformes	Centrarchidae	Pomoxis	nigromaculatus	Black crappie										1496		15	454	wild	medium	acceptable						454
04132	Animalia	Chordata	Teleostei	Perciformes	Centrolophidae	Hyperoglyphe	antarctica	Antarctic butterfish	2281	2281								33000		15	454	wild	medium	acceptable						454
04133	Animalia	Chordata	Teleostei	Perciformes	Centrolophidae	Seriolella	brama	Whario	1277	1277								2200		15	454	wild	medium	acceptable						454
04134	Animalia	Chordata	Teleostei	Perciformes	Centrolophidae	Seriolella	porosa	Silver warehou												15	454	wild	medium	acceptable						454
04135	Animalia	Chordata	Teleostei	Perciformes	Centropomidae	Centropomus	undecimalis	Common snook	1460	1460								13365		7	454	wild	medium	acceptable						454
04136	Animalia	Chordata	Teleostei	Perciformes	Centropomidae	Lates	niloticus	Snook	912									110000		7.8	454	wild	medium	acceptable						454,520
04137	Animalia	Chordata	Teleostei	Perciformes	Chaetodontidae	Chaetodon	lineolatus	Lined butterflyfish												10	1	wild	medium	acceptable						1
04138	Animalia	Chordata	Teleostei	Perciformes	Chaetodontidae	Chelmon	rostratus	Longnosed butterflyfish												10	1	wild	medium	acceptable						1
04139	Animalia	Chordata	Teleostei	Perciformes	Chaetodontidae	Forcipiger	flavissimus	Longnose butterflyfish												18	1	wild	medium	acceptable						1
04140	Animalia	Chordata	Teleostei	Perciformes	Cheilodactylidae	Cheilodactylus	spectabilis	Brownbanded morwong												59	454	wild	medium	acceptable						454
04141	Animalia	Chordata	Teleostei	Perciformes	Cheilodactylidae	Nemadactylus	macropterus	Tarakihi	1825	1825										50	454	wild	medium	acceptable						454
04142	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Cichlasoma	bimaculatum	Black acara												20	454	wild	medium	acceptable						454
04143	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Cichlasoma	facetum	Chanchito												10	454	wild	medium	acceptable						454
04144	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Herichthys	cyanoguttatum	Rio Grande cichlid												5	520	captivity	small	acceptable						520
04145	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Oreochromis	andersonii	Three spotted tilapia	1460	1460								2590.5		13	454	wild	medium	acceptable						454
04146	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Oreochromis	esculentus	Singida tilapia												10	454	wild	medium	acceptable						454
04147	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Oreochromis	mortimeri	Kariba tilapia												8	454	wild	medium	acceptable						454
04148	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Oreochromis	mossambicus	Mozambique mouth-breeder	171	293								621.5		11	454	wild	medium	acceptable						454
04149	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Oreochromis	niloticus	Nile tilapia										2400		9	454	wild	medium	acceptable						454
04150	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Pseudocrenilabrus	philander	Southern mouthbrooder												5	454	wild	medium	acceptable						454
04151	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Sargochromis	codringtonii	Green happy										1215.5		7	454	wild	medium	acceptable						454
04152	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Sargochromis	giardi	Pink happy	730	730								1595		7	454	wild	medium	acceptable						454
04153	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Serranochromis	angusticeps	Thinface cichlid										1375		9	454	wild	medium	acceptable						454
04154	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Serranochromis	carlottae	Rainbow happy										550		6	454	wild	medium	acceptable						454
04155	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Serranochromis	macrocephalus	Purpleface largemouth										825		6	454	wild	medium	acceptable						454
04156	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Tilapia	rendalli	Redbreast tilapia										1375		7	454	wild	medium	acceptable						454
04157	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Tilapia	zillii	Redbelly tilapia	492	492								165		7	454	wild	medium	acceptable						454
04158	Animalia	Chordata	Teleostei	Perciformes	Coryphaenidae	Coryphaena	equiselis	Pompano dolphin												4	454	wild	medium	acceptable						454
04159	Animalia	Chordata	Teleostei	Perciformes	Coryphaenidae	Coryphaena	hippurus	Common dolphinfish	197	197								22000		4	454	wild	medium	acceptable						454
04160	Animalia	Chordata	Teleostei	Perciformes	Elassomatidae	Elassoma	zonatum	Banded pygmy sunfish												3	454	wild	medium	acceptable						454
04161	Animalia	Chordata	Teleostei	Perciformes	Embiotocidae	Amphistichus	argenteus	Barred surfperch										1100		9	454	wild	medium	acceptable						454,520
04162	Animalia	Chordata	Teleostei	Perciformes	Embiotocidae	Cymatogaster	aggregata	Shiner perch												8	1	wild	medium	acceptable						1
04163	Animalia	Chordata	Teleostei	Perciformes	Embiotocidae	Embiotoca	jacksoni	Black perch										385		10	1	wild	medium	acceptable						1,454
04164	Animalia	Chordata	Teleostei	Perciformes	Embiotocidae	Hyperprosopon	ellipticum	Silver surfperch												7	1	wild	medium	acceptable						1
04165	Animalia	Chordata	Teleostei	Perciformes	Epigonidae	Epigonus	telescopus	Telescope cardinal												104	22	wild	medium	acceptable						22,454
